threescore,"70세, 60세"
arcuation,"아치, 아치구조"
archway,아치길
archwise,아치꼴로
arcus,아치운
arcading,아치장식
arch-shaped,아치형
morning,"아침, 오전, 주간"
alpenglow,"아침놀, 저녁놀"
sunglow,"아침놀, 저녁놀, 햇무리"
mornings,"아침마다, 아침에"
eyeopener,아침술
academy,"아카데미아, 학회"
academician,아카데미회원
akkad,아카드
acacia,아카시아
acanthus,아칸서스
achernar,아케르나르
achaia,아케아
arcade,아케이드
aconitine,아코니틴
accordion,아코디언
aconcagua,아콩가과
arc,"아크, 전호, 호"
arkwight,아크라이트
acrylonitrile,아크로릴로니트릴
achromycin,아크로마이신
acrosin,아크로신
acropolis,아크로폴리스
acrolein,"아크롤레인, 최류가스원료"
chromite,"아크롬산염, 크롬철광"
acridine,아크리딘
acryl,아크릴
acrilan,아크릴란
acrylamide,아크릴아미드
acrylic,아크릴의
aquino,아키노
achillean,아킬레스의
athanasian,아타나시우스의
atabrine,아타브린
athens,아테네
athenian,아테네의
atheroma,아테롬
atherosclerosis,아테롬
atopy,아토피
atrazine,아트가진
atropine,아트러핀
atreus,아트레우스
atelier,아틀리에
artist,"아티스트, 예술가, 화가"
apache,아파치
apartment,아파트
affenpinscher,아펜핀셔
appel,아펠
opium,"아편, 아편중독"
hopster,아편상용자
laudanum,아편정기
sporangium,"아포낭, 포자낭, 홀씨주머니"
apomixis,아포믹시스
sporophyll,"아포엽, 포자엽"
sporophyte,"아포체, 포자식물, 포자체"
apollonian,아폴로의
afghani,아프가니
afrormosia,아프로모지아
africa,아프리카
botswana,아프리카남부의독립국
burundi,아프리카중앙부의공화국
africana,아프리카지
afghistan,아프카니스탄
aftercare,아프터케어
applique,아플리케
apis,아피스
apia,아피아
pseudonym,아호
axolotl,"아홀로틀, 액솔로틀"
nine,"아홉, 야구팀"
ninthly,아홉번째로
sulfite,아황산염
cor,악!
cacodemon,악귀
ghoul,악귀
goblin,악귀
hellhound,악귀
sideman,악단원
cuss,악담
malediction,"악담, 저주"
scoundrel,악당
bandsman,악대원
bandwagon,악대차
foully,악랄하게
fiend,"악령, 악마, 중독자"
succubus,악령
demon,악마
devil,"악마, 악인, 짓찢다"
devilish,악마같은
satanism,"악마교, 악마주의"
demonology,악마연구
diabolic,악마인
brimstony,"악마적인, 유황질"
diabolism,악마주의자
infernally,악마처럼
devilry,악마화
flagrancy,악명
notoriety,"악명, 지명도, 평판"
arrant,악명녹은
nightmarish,악몽같은
musician,"악사, 음악가"
porbeagle,악상어
epicalyx,악상총포
malignity,악성
illconditioned,악성인
handshake,악수
malevolence,"악심, 악의"
alligator,악어
crocodile,"악어, 크로코다일"
badman,악역
pestilential,악역의
misapplied,악용된
illuse,"악용하다, 학대"
prosodeme,"악음소, 운율소"
malignly,"악의로, 해롭게"
evildoer,악인
malefactor,악인
villain,악인
bandmaster,악장
kapellmeister,악장
maladministration,악정
misgovernment,악정
misrule,악정
glutton,악착꾸러기
xanthippe,악처
malodor,악취
stench,악취
stink,악취
noisome,악취가나는
malodorant,악취나는
malodorous,악취나는
kitschy,악취미의
unaesthetic,악취미의
stinkweed,악취식물
effluvial,악취의
stinkbomb,악취탄
actinomycin,"악토노마이신, 항생물질"
actinouranium,악티노우라늄
actinon,악티논
actinium,악티늄
actin,악틴
damnation,"악평, 젠장, 천벌"
cacography,"악필, 오기"
cacographer,악필가
scribbler,"악필가, 잡문가"
deviltry,악행
evildoing,악행
maleficence,"악행, 유해"
deterioration,"악화, 열화, 저하"
ingravescent,"악화되는, 앙진하는"
aggravate,악화시키다
worsen,악화시키다
canthus,안각
earthling,"안간, 지구인"
lining,"안감, 안대기"
stratus,안개구름
nebulize,안개모양으로하다
brumous,안개짙은
foggy,"안개짙은, 어렴풋하게, 흐린, 흐릿하다"
blepharitis,안검염
glasses,안경
eyewear,안경류
eyeglass,안경알
eyereach,안계
eyeshot,안계
ophthalmology,"안과, 안과의사, 안과학"
ophthalmic,"안과의, 안염의"
oculist,안과의사
ophthalmological,안과학의
eyestrings,안근
angina,"안기나, 인후통"
annapurna,안나푸르나
annam,안남
guidance,"안내, 유도, 인도, 지도"
conducting,안내
dragoman,안내자
hello,"안녕, 안녕하세요"
goodbye,안녕
ave,안녕!
howdy,"안녕하세요, 여어"
peacefully,안녕히
andante,안단테의
andantino,안단티노
irritancy,"안달, 화남"
weariful,안달나는
chippy,"안달난, 지저깨비의"
andalusian,안달루시아
fussiness,"안달복달함, 야단법석함"
vexate,안달하다
eyepatch,안대
andean,"안데스사람, 안데스산맥의"
andes,안데스산맥
reassurance,"안도, 재보증, 재보험"
andorra,안도라
andong,안동
andrew,안드레
androgen,안드로겐
andromache,안드로마케
andromeda,안드로메다자리
androcles,안드로클레스
courtyard,"안뜰, 안마당"
euthanasia,안락사
euthanize,안락사시키다
armchair,안락의자
comfortably,"안락하게, 편히"
comfortable,안락하다
massagist,안마사
osteopathy,안마술
tic,안면
appreciative,안목
choreographer,안무가
choreograph,안무하다
safety,"안부, 안전, 안전기, 안전성"
ankh,안사타십자
andesite,안산암
countenance,"안색, 찬조"
undersleeve,안소매
sunday,"안식일, 일요일"
sabbatical,안식일의
benzoin,안식향
benzoate,안식향산염
tenderloin,"안심, 환락가"
reassure,"안심시키다, 재보증하다"
assuredness,"안심하다, 확신, 확실"
hipe,안아치기
tonometer,"안압계, 토노미터, 혈압계"
eyewash,안약
intra,안에
within,"안에, 이내"
ophthalmia,안염
eyehole,안와
intro-,안으로의뜻
leisure,"안일, 여가, 여유로움"
saddlebag,안장
burial,안장
numnah,안장깔개
canting,안장꼬리
alforja,안장주머니의
saddletree,안장틀
safelight,안전광
electrooculogram,안전도
safedeposit,안전보관의
ensure,"안전하게하다, 확보하다"
sureness,"안전함, 확실함"
twitchy,"안절부절못하는, 초조한"
atwitter,안절부절못하여
ocellus,안점
stably,안정되어
stabilize,안정시키다
stabilizer,안정제
asthenopia,안정피로
angelica,안젤리카
hostess,"안주인, 여급, 여주인"
landlady,"안주인, 여자지주"
nystagmus,안진증
bandylegged,안짱
knocknee,"안짱다리, 외반슬"
inseam,안쪽솔기
insole,안창
penetralia,안채
ensconce,안치하다
anchises,안키세스
antananarivo,안타나나리보
antares,안타레스
antaeus,안타이오스
antony,안토니우스
antu,안투
anthracene,안트라센
antigone,안티고네
antiknock,안티녹
antimony,"안티모니, 안티몬"
stibium,안티몬
antimonic,안티몬성의
antimonial,"안티몬의, 안티몬질의"
antipyrin,안티피린
hup,"앉아!, 이러!"
sedentarily,"앉아서, 정주하고"
seldom,"않는, 좀처럼, 좀체"
granules,알갱이
inquisitive,알고싶어하는
algonkian,"알곤키안대, 알곤키안대의"
algonquian,알곤킨족
intelligible,"알기쉬운, 지성적인"
intelligibility,알기쉬움
elusive,알기어려운
alginicacid,알긴산
eggshaped,알껍질
alnico,알니코
aldehyde,알데히드
aldosterone,알도스테론
aldohexose,알도헥소스
frugal,알뜰한
provident,알뜰한
allah,알라
alanine,알라닌
alanyl,알라닐
aladdin,알라딘
alabamian,알라바마의
alastor,알라스토르
gadwall,알락오리
bittern,알락해오라기
allantoin,알란토인
coaxing,알랑대는
alaskan,알래스카의
allergen,"알러젠, 알레르겐"
allergy,알레르기
allergic,알레르기의
allergology,알레르기학
aleph,알레프
alexandrine,알렉산더구격
known,알려진
allosaurus,알로사우루스
aloin,알로인
allophane,알로페인
aluminum,알루미늄
aluminate,알루민산염
alibi,알리바이
allicin,알리신
alizarin,알리자린
arlington,알링턴
almagest,알마게스트
understandable,알만한
fit,"알맞다, 조달하다, 준비시키다"
suitable,"알맞다, 온당, 온당하다, 의당"
handiness,"알맞음, 편리함"
albedo,알베도
albumose,알부모스
albumin,알부민
albigenses,알비파
intercessor,"알선자, 중재자"
remark,"알아차리다, 인지하다, 주목하다"
sensible,알아채고
awareness,"알아채고있음, 의식, 인식, 자각"
perceive,"알아채다, 지각하다"
pellet,알약
pill,"알약, 환약"
algerian,"알제리사람의, 알제리의"
alkanet,알카넷
alkaloid,"알칼로이드, 알칼로이드의"
alkali,알칼리
alkalinity,알칼리성
alkaline,알칼리성의
alkalic,알칼리의
alkene,알켄
aquavitae,알콜
alcmene,알크메네
alkyd,알키드수지
alkyl,알킬
alkylate,"알킬레이트, 알킬화하다"
altai,알타이
altaic,알타이어족-알타이어족의
alt,"알토, 중고음"
alto,알토
althorn,알토호른
alphahelix,알파나선
alphanumeric,알파뉴머릭
alphabet,알파벳
alphabetic,알파벳의
ef,알파벳의
alphascope,알파스코프
alpaca,알파카
alfatah,알파타
alpheus,알페오스
lamella,앎은층
bitumen,"암갈색, 역청"
puce,암갈색
peahen,암공작
terrane,"암군, 암층"
hen,암닭
mayflower,암당자
armlock,암록
undercurrent,"암류, 저류"
asthenosphere,"암류권, 약대, 취약권"
amman,암만
mare,암말
filly,암망아지
ammonal,암모날
ammonium,암모늄
ammonia,암모니아
ammoniac,암모니아고무
ammoniacal,암모니아의
ammono,암모니아의
tacit,"암목적, 암묵의"
unexpressed,암묵의
amboina,암보이나
scotoma,"암부, 암점"
lioness,암사자
assassination,암살
assassin,"암살자, 자객"
assassinator,암살자
assassinate,암살하다
petrology,암석학
petrologist,암석학자
spatula,"암설자, 주걱"
heifer,암소
memorization,암송
homogamy,암수동숙
dioecism,암수딴그루
diclimous,암수딴꽃의
gamogenesis,암수생식
scotopia,암순응
pistil,암술
gynoecium,암술군
stigmatic,암술머리의
nightvision,암시
noctovision,암시장치
allusive,암시적인
implied,"암시적인, 언외의, 은연중의"
suggestive,"암시적인, 유혹적인"
suggestology,암시학
darkroom,암실
ewe,암양
halite,암염
cancerous,암의
carcinomatous,암의
blackout,암전
carcinoma,암종
cobalt,"암청색, 코발트, 코발트색"
blueblack,암청색의
female,"암컷, 여성, 여자"
feminize,"암컷화하다, 여성화하다"
tabby,암코양이
biddy,암탉
chook,암탉
sow,암퇘지
tigress,암펌
amperage,암페
ampere,암페어
amperehour,암페어시
greenie,암페타민
amphetamine,암페타인
leopardess,암표범
scalper,암표상
impluvium,암플루비움
ampicillin,암피실린
amphitryon,"암피트리온, 접대역, 주인역"
amphitrite,암피트리테
amhara,암하라
cipher,"암호, 운산하다, 자리수"
cryptograph,암호
password,"암호, 패스워드"
ciphertext,암호문
cryptogram,암호문
cryptography,"암호문, 암호해독법"
cryptosystem,암호법
cryptology,암호작성술
encoding,암호화
enciphering,암호화
encode,암호화하다
fulvescent,암황갈색의
darkness,"암흑, 어둠"
achluophobia,암흑공포증
seamy,암흑면
overpowering,압도적
overwhelming,압도적
overpower,압도하다
autoclave,압력가마
indicator,"압력지시기, 지침, 지표, 지표종"
yalu,압록강
sequestration,"압류, 은퇴"
seizor,"압류인, 점유자"
sequester,"압류하다, 은퇴시키다"
downtrodden,"압박된, 짓밟힌"
heavyladen,"압박된, 짓눌린"
constrain,"압박하다, 억누르다, 억제하다"
upon,"압박하다, 채용하다"
absalom,압살롬
absinthe,압생트
absinthism,압생트중독
baroreceptor,압수용기
compander,압신기
depressor,"압저기, 억압자"
piezoelectricity,압전기
thumbtack,압정
grinding,"압제의, 연마, 제분, 타기"
hardhanded,"압제적인, 엄한"
heavyhanded,압제적인
tyrannic,압제적인
presser,압착기
squeezer,압착기
compressor,"압축기, 컴프레서"
compressibility,"압축률, 압축성"
compressible,압축성의
compressive,압축의
bowleg,"앙가발, 앙가발의"
bakerkneed,앙가발이의
angora,앙고라고양이
angostura,앙고스투라껍질
dregs,"앙금, 지스러기"
lees,"앙금, 재강, 지게미"
sediment,"앙금, 침전물"
jackup,앙등
scraggly,앙상하다
rawboned,앙상한
scrannel,앙상한
enchainement,앙셴망
shrewish,"앙앙거리는, 으드등거리는"
squeaky,"앙앙우는, 찍찍소리내는"
ingravescence,앙진
sthenia,앙진
anker,앙커
opinionnaire,앙케이트
questionnaire,"앙케이트, 질문서"
enquete,앙케트
angkor,앙코르
encore,앙코르하다
dirtyminded,앙큼한
entremets,앙트르메
entrechat,앙트르샤
antoinette,앙트아네트
shoaly,앝은
before,"앞, 앞서, 전, 전에"
forequarter,앞4반부
futre,앞날
foreleg,앞다리
proleg,"앞다리, 전각"
foremast,앞돛대
foresail,"앞돛대, 큰돛"
forelock,앞머리
quiff,앞머리
halffaced,앞모습의
apron,"앞무대, 앞치마, 에이프런, 행주치마"
forefoot,앞발
forepaw,앞발
forepart,앞부분
antecedent,앞서는
prevenient,앞선
previous,앞에서의
limb,앞이
jackal,"앞잡이, 재칼"
vestee,앞장식
outmarch,앞지르다
overstride,앞지르다
epicedium,"애가, 장송가"
threnody,애가
elegist,애가시인
patronizing,"애고하는, 은인인체하는"
attractiveness,애교
patriotism,애국심
patriotic,애국의
patriot,"애국자, 우국지사"
flagwaving,애국적선동
celandine,애기똥풀
bulrush,"애기부들, 큰고랭이"
chevrotain,"애기사슴, 쥐사슴"
milkwort,"애기풀, 영신초"
anaculture,애너컬쳐
anolyte,"애노드액, 양극액"
adamsite,애덤자이트
condolence,"애도, 조사"
mourner,"애도자, 회장자"
condolent,"애도하는, 조위의"
adelaide,애들레이드
araldite,애럴다이트
bottleneck,애로
motorcycle,"애마, 오토바이"
hippophile,애마가
becloud,"애매하게하다, 흐리게하다"
gnaw,애먹이다
smooching,애무
rough-grind,애벌갈다
larvae,애벌레
larval,애벌레의
bottoming,"애벌염색, 지염"
avocado,애보카도
coprolagnia,애분
bibliophile,애서가
booklover,애서가
bibliophilistic,애서가의
sprig,"애송이, 잔가지"
callow,애송이인
cum,애액
lovejuice,"애액, 체액, 최음약"
libido,애욕
erotic,애욕의
libidinous,애욕의
imploration,"애원, 탄원"
miserere,애원
imploratory,"애원하는, 탄원하는"
implore,"애원하다, 읍소"
bended,애원하며
lover,"애인, 애호자, 연애자, 찬미자"
pathetically,"애절하게, 처연, 처연하게"
affection,애정
affectionately,"애정어린, 자애로운"
aviarist,애조가
fondness,"애착, 애착심"
piteous,애처로운
scree,애추
hypocorism,"애칭, 유아어"
hypocoristic,애칭의
altruism,애타주의
childish,애티
afterfive,애프터파이브의
aflatoxin,애플로톡신
pandowdy,애플파이
aficionado,"애호가, 열애자"
afficionados,애호가들
hogshead,"액량단위, 큰통"
exorcism,액막이
face-value,"액면, 액면가, 액면가액"
par-value,"액면, 액면가, 액면가액"
axel,액슬
zeugma,액어법
plaque,액자
lox,액체산소
vacuole,액포
liquefaction,액화
liquescent,액화하는
liquefy,액화하다
liquidize,액화하다
anzac,앤잭
angiotensin,앤지오텐신
antrim,앤트림
anticiflation,앤티시플레이션
antiope,앤티오프
aldrin,앨드린
alabamine,앨라배민
alice,앨리스
alberta,앨버타
